ID Number,City Name,State,Depth,Excecution Time,Cost,Nodes Expanded
0959140,Pawcatuck CDP,Connecticut,3,0.0009965896606445312,54.9622462488667,78
0959210,Pemberwick CDP,Connecticut,7,0.006937742233276367,150.8921440129906,548
0960090,Plainfield Village CDP,Connecticut,3,0.0010409355163574219,52.93875398126052,61
0961730,Poquonock Bridge CDP,Connecticut,3,0.0009999275207519531,60.46676217209399,110
0961870,Portland CDP,Connecticut,4,0.0029458999633789062,92.79009775226419,226
0962640,Putnam CDP,Connecticut,3,0.0009965896606445312,53.50242107042442,61
0963270,Quinebaug CDP,Connecticut,3,0.0010418891906738281,56.332442762063394,74
0963900,Ridgefield CDP,Connecticut,6,0.005986690521240234,138.3816444295939,455
0964530,Riverside CDP,Connecticut,7,0.006934642791748047,149.38281546501582,546
0965230,Rockville CDP,Connecticut,4,0.0030355453491210938,87.867694953657,226
0966455,Salmon Brook CDP,Connecticut,5,0.003947734832763672,99.05862900611942,260
0967050,Saybrook Manor CDP,Connecticut,4,0.002039194107055664,82.05020421156951,188
0967890,Sharon CDP,Connecticut,6,0.005980730056762695,139.5977959179703,467
0968100,Shelton city,Connecticut,5,0.004945039749145508,118.94237169553669,340
0968450,Sherwood Manor CDP,Connecticut,4,0.0030336380004882812,93.082832763598,240
0969010,Simsbury Center CDP,Connecticut,5,0.002994060516357422,100.00511016450272,260
0969150,Somers CDP,Connecticut,4,0.0019927024841308594,81.4648701298719,174
0969990,South Coventry CDP,Connecticut,4,0.0019757747650146484,70.81917118936684,143
0971040,Southport CDP,Connecticut,6,0.005006074905395508,130.0942265140979,416
0971250,South Windham CDP,Connecticut,3,0.0009975433349609375,69.14730335165929,115
0971460,Southwood Acres CDP,Connecticut,4,0.0039479732513427734,93.64052273370581,227
0971530,South Woodstock CDP,Connecticut,3,0.001041412353515625,56.7703501880259,74
0972300,Stafford Springs CDP,Connecticut,4,0.0019910335540771484,76.54750875335144,146
0973000,Stamford city,Connecticut,6,0.005987405776977539,142.3146704588858,479
0973700,Stonington borough,Connecticut,3,0.0009512901306152344,57.758332099525504,78
0973980,Storrs CDP,Connecticut,4,0.002038240432739258,69.53314538618004,143
0974260,Stratford CDP,Connecticut,5,0.0039882659912109375,118.90331001757019,340
0974655,Suffield Depot CDP,Connecticut,5,0.002994060516357422,92.79200129042773,250
0975100,Tariffville CDP,Connecticut,5,0.002994060516357422,97.00653065847204,252
0975200,Terramuggus CDP,Connecticut,4,0.00394129753112793,87.3205127296909,218
0975240,Terryville CDP,Connecticut,5,0.003989219665527344,111.7379270146128,331
0975660,Thomaston CDP,Connecticut,5,0.003989696502685547,115.6055666300437,331
0975940,Thompsonville CDP,Connecticut,4,0.0029916763305664062,91.55748141593881,241
0976500,Torrington city,Connecticut,6,0.0039920806884765625,114.33506312947424,356
0977270,Trumbull CDP,Connecticut,6,0.00498652458190918,126.31306347707381,413
0978880,Wallingford Center CDP,Connecticut,5,0.004986763000488281,103.73879131897401,281
0980000,Waterbury city,Connecticut,5,0.003989458084106445,115.2859130012784,331
0980210,Waterford CDP,Connecticut,3,0.001994609832763672,67.1599397280907,112
0980420,Watertown CDP,Connecticut,6,0.003989219665527344,114.11640436153154,355
0980630,Wauregan CDP,Connecticut,3,0.0009970664978027344,51.197775095243124,61
0980770,Weatogue CDP,Connecticut,5,0.0029921531677246094,101.68161505875732,260
0981750,Westbrook Center CDP,Connecticut,4,0.0029921531677246094,83.8660622836975,189
0982660,West Hartford CDP,Connecticut,5,0.002992391586303711,94.47316857774814,251
0982800,West Haven city,Connecticut,5,0.00797891616821289,110.363057693842,320
0983570,Westport CDP,Connecticut,6,0.005986928939819336,132.4881315107425,453
0983990,West Simsbury CDP,Connecticut,5,0.0029909610748291016,102.01243345138963,260
0984970,Wethersfield CDP,Connecticut,5,0.0029916763305664062,89.82932041832044,249
0985810,Willimantic CDP,Connecticut,4,0.0019948482513427734,66.50994165130203,143
0986380,Wilton Center CDP,Connecticut,6,0.00598454475402832,135.0826274549734,453
0987140,Windsor Locks CDP,Connecticut,5,0.003988504409790039,91.53238012430583,250
0987350,Winsted CDP,Connecticut,5,0.004987001419067383,116.12054205644641,349
0987980,Woodbury Center CDP,Connecticut,6,0.00498652458190918,120.65421404771615,364
0988050,Woodmont borough,Connecticut,5,0.004986763000488281,112.03749009294529,320
2301360,Anson CDP,Maine,11,0.039893150329589844,246.230754517913,1631
2302060,Auburn city,Maine,8,0.010970592498779297,179.6952154005075,690
2302100,Augusta city,Maine,9,0.029954910278320312,204.02590649336332,1293
2302795,Bangor city,Maine,12,0.040921926498413086,272.3116137586542,1887
2302830,Bar Harbor CDP,Maine,13,0.049826622009277344,280.40405370673636,2253
2303355,Bath city,Maine,8,0.011010885238647461,178.4666998016874,689
2303950,Belfast city,Maine,11,0.0348660945892334,240.03933481001283,1629
2304685,Berwick CDP,Maine,5,0.004035472869873047,111.88437019052681,291
2304860,Biddeford city,Maine,6,0.0049970149993896484,133.215575672916,400
2304965,Bingham CDP,Maine,12,0.03983616828918457,262.0084645843197,1881
2305665,Blue Hill CDP,Maine,12,0.04088234901428223,262.09720631397136,1878
2306085,Boothbay Harbor CDP,Maine,9,0.022932052612304688,194.84312454809762,1072
2306330,Bowdoinham CDP,Maine,8,0.023899555206298828,180.8239869249325,1008
2306925,Brewer city,Maine,13,0.05090761184692383,275.8927512319531,2245
2307135,Bridgton CDP,Maine,8,0.00997304916381836,177.3792443871137,682
2308395,Brunswick CDP,Maine,8,0.010927438735961914,172.6952900071281,680
2308500,Brunswick Station CDP,Maine,8,0.01096963882446289,174.5904961235671,680
2308780,Bucksport CDP,Maine,12,0.04089093208312988,255.91793427655134,1878
2309690,Camden CDP,Maine,11,0.03586006164550781,233.16112798407832,1618
2310320,Cape Neddick CDP,Maine,5,0.0030584335327148438,107.3718532394783,290
2311090,Casco CDP,Maine,8,0.010927200317382812,172.08788574287533,681
2311230,Castine CDP,Maine,11,0.03590822219848633,242.94244286644454,1630
2312770,Chisholm CDP,Maine,10,0.03092360496520996,209.5650091903327,1326
2313435,Clinton CDP,Maine,10,0.035858869552612305,228.61029544229493,1578
2314800,Cousins Island CDP,Maine,7,0.011008262634277344,158.640233421774,640
2315500,Cumberland Center CDP,Maine,7,0.009966850280761719,157.709970691536,640
2316200,Damariscotta CDP,Maine,9,0.023938655853271484,197.59519208353882,1083
2317495,Dexter CDP,Maine,12,0.03988838195800781,258.9610295629082,1883
2317705,Dixfield CDP,Maine,10,0.0299222469329834,207.6071284092005,1326
2318230,Dover-Foxcroft CDP,Maine,13,0.05087089538574219,272.5056230823607,2258
2321065,East Millinocket CDP,Maine,15,0.061530351638793945,323.76693104397185,2889
2323200,Ellsworth city,Maine,12,0.039931297302246094,263.60965530029995,1879
2324285,Fairfield CDP,Maine,10,0.028961896896362305,225.35889358561718,1343
2324480,Falmouth CDP,Maine,7,0.005946636199951172,153.54755714233102,517
2324530,Falmouth Foreside CDP,Maine,7,0.013045787811279297,155.310356597263,517
2324635,Farmingdale CDP,Maine,9,0.022835731506347656,200.4200114688855,1087
2324740,Farmington CDP,Maine,11,0.03495216369628906,229.865131944267,1613
2326490,Freeport CDP,Maine,8,0.011926651000976562,170.96559258917011,673
2326875,Fryeburg CDP,Maine,8,0.011014223098754883,172.35471400421952,675
2327085,Gardiner city,Maine,9,0.023974895477294922,196.0994787897674,1083
2328205,Gorham CDP,Maine,7,0.007939577102661133,150.17652298072622,511
2328835,Gray CDP,Maine,8,0.01002049446105957,170.7689436078516,672
2329500,Greenville CDP,Maine,13,0.04886746406555176,289.24380374060473,2259
2330060,Guilford CDP,Maine,12,0.03989386558532715,267.4848698446189,1886
2330550,Hallowell city,Maine,9,0.022893190383911133,202.3150316568263,1087
2330760,Hampden CDP,Maine,12,0.03993678092956543,264.25313944658444,1878
2331705,Hartland CDP,Maine,11,0.03685712814331055,246.915205743864,1634
2334225,Howland CDP,Maine,14,0.0578458309173584,301.4127761830599,2600
2336500,Kennebunk CDP,Maine,6,0.006982564926147461,128.1817065833658,396
2336710,Kennebunkport CDP,Maine,6,0.010923624038696289,128.9130541824735,396
2337235,Kittery CDP,Maine,5,0.0030384063720703125,105.6319795332264,276
2337375,Kittery Point CDP,Maine,5,0.002991199493408203,106.87572089393079,276
2337795,Lake Arrowhead CDP,Maine,7,0.005982637405395508,144.7773227305634,507
2338740,Lewiston city,Maine,8,0.010966062545776367,180.0990202873487,690
2339440,Lincoln CDP,Maine,14,0.05853557586669922,305.23515082555963,2605
2340105,Lisbon Falls CDP,Maine,8,0.010018110275268555,176.00676529578033,689
2340350,Little Falls CDP,Maine,7,0.005982637405395508,152.7724500819786,511
2340470,Littlejohn Island CDP,Maine,7,0.010927438735961914,159.0518218882783,640
2340735,Livermore Falls CDP,Maine,10,0.02792501449584961,208.8983248728266,1326
2342625,Madison CDP,Maine,11,0.03989124298095703,245.4877167508169,1631
2344620,Mechanic Falls CDP,Maine,8,0.011967182159423828,180.0302149714882,687
2345250,Mexico CDP,Maine,10,0.029963254928588867,208.1434578644161,1326
2345635,Milford CDP,Maine,13,0.048955440521240234,281.5868958013466,2252
2345845,Millinocket CDP,Maine,15,0.06478524208068848,328.10418420621914,2889
2345985,Milo CDP,Maine,13,0.056812286376953125,281.8928430266427,2258
2348050,Naples CDP,Maine,8,0.01097726821899414,166.5028697918436,671
2348610,Newcastle CDP,Maine,9,0.025036334991455078,197.482580086321,1084
2349100,Newport CDP,Maine,11,0.03790450096130371,249.65471021345667,1634
2349800,Norridgewock CDP,Maine,11,0.0368952751159668,238.2229150213506,1631
2350290,North Berwick CDP,Maine,5,0.003949165344238281,114.8906579986413,341
2353685,North Windham CDP,Maine,7,0.010013580322265625,157.88821713187932,640
2353965,Norway CDP,Maine,9,0.026185274124145508,185.26953957935962,1070
2354525,Oakland CDP,Maine,10,0.03095698356628418,221.96073872113018,1342
2355120,Old Orchard Beach CDP,Maine,7,0.0059757232666015625,146.4662365518119,507
2355225,Old Town city,Maine,13,0.049837350845336914,279.38629470682724,2252
2355575,Orono CDP,Maine,13,0.15462732315063477,276.6644897568289,2251
2356240,Oxford CDP,Maine,8,0.01092672348022461,180.1779624490596,687
2358970,Pittsfield CDP,Maine,11,0.035944223403930664,241.0723933537056,1631
2360545,Portland city,Maine,7,0.007978439331054688,153.0606454590582,511
2361735,Randolph CDP,Maine,9,0.024931907653808594,200.0858304983525,1087
2362610,Richmond CDP,Maine,9,0.023984193801879883,193.41795509200992,1072
2363590,Rockland city,Maine,10,0.030870437622070312,218.26998859593363,1340
2364255,Rumford CDP,Maine,10,0.029960155487060547,207.5273766054232,1326
2364675,Saco city,Maine,6,0.006980180740356445,137.2617954144492,481
2365725,Sanford CDP,Maine,6,0.004986763000488281,129.9550732395469,396
2366110,Scarborough CDP,Maine,7,0.0059816837310791016,149.8013712611318,507
2366600,Searsport CDP,Maine,12,0.04085350036621094,252.72397221901392,1873
2368875,Skowhegan CDP,Maine,11,0.0359044075012207,240.49561999761937,1631
2370660,South Eliot CDP,Maine,5,0.0986948013305664,107.7932944215079,276
2371780,South Paris CDP,Maine,9,0.025969982147216797,184.8060964920507,1070
2371990,South Portland city,Maine,7,0.005985736846923828,149.61371465064852,511
2372200,South Sanford CDP,Maine,6,0.005987644195556641,125.92547682503522,391
2372830,Southwest Harbor CDP,Maine,12,0.04288148880004883,267.8011150711441,1879
2372900,South Windham CDP,Maine,7,0.007938623428344727,153.19008289838268,513
2373285,Springvale CDP,Maine,6,0.004034996032714844,131.0959167529866,398
2373635,Standish CDP,Maine,7,0.005971670150756836,152.4533567206085,511
2373985,Steep Falls CDP,Maine,7,0.005949735641479492,155.3365694666744,515
2376330,Thomaston CDP,Maine,10,0.030972003936767578,215.09334102251933,1340
2376925,Topsham CDP,Maine,8,0.009970903396606445,177.537947060678,685
2378220,Unity CDP,Maine,11,0.03690075874328613,235.24543032249989,1631
2379515,Waldoboro CDP,Maine,10,0.029977083206176758,215.79782169972722,1328
2380740,Waterville city,Maine,10,0.03095555305480957,221.8709695565514,1342
2382105,Westbrook city,Maine,7,0.005989789962768555,152.52662499969762,511
2383330,West Kennebunk CDP,Maine,6,0.0049860477447509766,129.3902292388024,396
2385815,Wilton CDP,Maine,10,0.0299222469329834,221.7295436622561,1345
2386480,Winslow CDP,Maine,10,0.02887558937072754,221.7160173581196,1342
2386620,Winter Harbor CDP,Maine,13,0.04794788360595703,286.26424873904307,2253
2386725,Winterport CDP,Maine,12,0.04010462760925293,257.4168286102279,1878
2386935,Winthrop CDP,Maine,9,0.02352142333984375,198.38224984135792,1090
2387040,Wiscasset CDP,Maine,9,0.02489304542541504,194.60975789328432,1072
2387810,Yarmouth CDP,Maine,7,0.010973930358886719,159.54908173437082,640
2388160,York Harbor CDP,Maine,5,0.003987312316894531,109.1046046579498,277
2500135,Abington CDP,Massachusetts,2,0.0009975433349609375,37.8228734007878,14
2500530,Acushnet Center CDP,Massachusetts,1,0.0,2.29722824695839,2
2500590,Adams CDP,Massachusetts,7,0.00498652458190918,141.1070806680032,491
2500840,Agawam Town city,Massachusetts,5,0.002991914749145508,95.58919249839144,257
2501260,Amesbury Town city,Massachusetts,4,0.001994609832763672,82.47150546828999,191
2501360,Amherst Center CDP,Massachusetts,5,0.003989219665527344,97.86643851531363,254
2501430,Andover CDP,Massachusetts,3,0.000997304916381836,69.7546613516694,122
2501640,Arlington CDP,Massachusetts,3,0.0009975433349609375,58.789604100061325,65
2502515,Athol CDP,Massachusetts,5,0.0029916763305664062,99.32236919942119,247
2502690,Attleboro city,Massachusetts,2,0.0005953311920166016,28.20212973880414,5
2503040,Ayer CDP,Massachusetts,4,0.0015022754669189453,73.8591099254131,137
2503355,Baldwinville CDP,Massachusetts,4,0.001994609832763672,89.2379059820252,208
2503690,Barnstable Town city,Massachusetts,2,0.0,29.98257960718027,7
2503705,Barre CDP,Massachusetts,4,0.001994609832763672,82.6152774824666,175
2504790,Belchertown CDP,Massachusetts,4,0.0029921531677246094,86.8648143937135,204
2504965,Bellingham CDP,Massachusetts,2,0.0009975433349609375,41.8426665270092,28
2505105,Belmont CDP,Massachusetts,3,0.000997304916381836,57.05813097828232,65
2505595,Beverly city,Massachusetts,3,0.000997304916381836,62.544124291878305,85
2506050,Blandford CDP,Massachusetts,5,0.003989219665527344,117.10816105775831,335
2506170,Bliss Corner CDP,Massachusetts,1,0.0,3.88790561442883,3
2507000,Boston city,Massachusetts,2,0.000997781753540039,46.539917328676594,37
2507140,Bourne CDP,Massachusetts,1,0.0,17.3228585645193,3
2507385,Boxford CDP,Massachusetts,3,0.0009968280792236328,69.5399835669322,122
2507740,Braintree Town city,Massachusetts,2,0.0,37.8120512944732,16
2507945,Brewster CDP,Massachusetts,2,0.0,45.4300191660004,35
2508050,Bridgewater CDP,Massachusetts,1,0.0,22.5083049297312,3
2509000,Brockton city,Massachusetts,2,0.0009999275207519531,34.133358989022724,9
2509070,Brookfield CDP,Massachusetts,4,0.0009951591491699219,73.93310410902774,144
2509210,Brookline CDP,Massachusetts,2,0.0009970664978027344,47.4731902961022,37
2509875,Burlington CDP,Massachusetts,3,0.0009975433349609375,60.185203584994596,84
2510015,Buzzards Bay CDP,Massachusetts,1,0.0,17.8131722968701,3
2511000,Cambridge city,Massachusetts,3,0.0009970664978027344,58.662135390500225,64
2512960,Chatham CDP,Massachusetts,3,0.000997304916381836,51.57267057690779,54
2513205,Chelsea city,Massachusetts,3,0.0,55.850811260663825,66
2513310,Cheshire CDP,Massachusetts,6,0.005984306335449219,136.6527982180687,487
2513450,Chester CDP,Massachusetts,5,0.00498652458190918,115.1629397450553,345
2513660,Chicopee city,Massachusetts,4,0.002991914749145508,92.42526885796,240
2514430,Clinton CDP,Massachusetts,3,0.000997304916381836,65.4809386254386,104
2514570,Cochituate CDP,Massachusetts,3,0.0009975433349609375,55.89741438579792,64
2515340,Cordaville CDP,Massachusetts,3,0.000997304916381836,56.97219635411763,64
2516285,Danvers CDP,Massachusetts,3,0.000997304916381836,63.3635747772601,97
2516530,Dedham CDP,Massachusetts,2,0.0,42.7063284379242,28
2516635,Deerfield CDP,Massachusetts,5,0.003989219665527344,108.4715626170269,294
2516740,Dennis CDP,Massachusetts,2,0.0,39.4061997587568,18
2516810,Dennis Port CDP,Massachusetts,2,0.0009975433349609375,42.1081565294809,26
2516840,Devens CDP,Massachusetts,4,0.0009970664978027344,73.9330308517518,137
2517370,Dover CDP,Massachusetts,2,0.000997304916381836,44.059866261901306,31
2517860,Duxbury CDP,Massachusetts,2,0.0,33.74918128264562,10
2518595,East Brookfield CDP,Massachusetts,4,0.0020856857299804688,71.81043032723754,144
2518840,East Dennis CDP,Massachusetts,2,0.0,40.9583678404623,24
2518875,East Douglas CDP,Massachusetts,3,0.000997304916381836,51.01699531400304,56
2518980,East Falmouth CDP,Massachusetts,1,0.0,20.6630966948168,3
2519370,Easthampton Town city,Massachusetts,5,0.003988981246948242,99.31838934938851,259
2519400,East Harwich CDP,Massachusetts,2,0.000997781753540039,46.8663714496077,35
2520310,East Pepperell CDP,Massachusetts,4,0.0019943714141845703,81.30815475754562,158
2520380,East Sandwich CDP,Massachusetts,2,0.0,27.08376444559169,4
2521815,Essex CDP,Massachusetts,3,0.0009975433349609375,70.84573696178339,122
2521990,Everett city,Massachusetts,3,0.000997304916381836,56.530424110278425,66
2523000,Fall River city,Massachusetts,1,0.0,9.19613058766572,3
2523070,Falmouth CDP,Massachusetts,1,0.0,18.6196018187246,3
2523840,Fiskdale CDP,Massachusetts,3,0.0019948482513427734,68.531387739142,132
2523875,Fitchburg city,Massachusetts,4,0.0019943714141845703,81.03853401292342,163
2524190,Forestdale CDP,Massachusetts,1,0.0,22.0971692690125,3
2524855,Foxborough CDP,Massachusetts,2,0.0,33.90425848538932,9
2524960,Framingham CDP,Massachusetts,3,0.000997304916381836,56.37927795696453,64
2525172,Franklin Town city,Massachusetts,2,0.0009975433349609375,39.0699213927686,28
2525485,Gardner city,Massachusetts,4,0.0019943714141845703,86.8904190828153,205
2526150,Gloucester city,Massachusetts,3,0.001995086669921875,69.69427523977319,124
2526500,Granby CDP,Massachusetts,4,0.002991914749145508,92.0215035319098,240
2526780,Great Barrington CDP,Massachusetts,6,0.005506038665771484,133.0213385178315,425
2527100,Greenfield Town city,Massachusetts,5,0.003497600555419922,110.360784332608,296
2527147,Green Harbor-Cedar Crest CDP,Massachusetts,2,0.0,34.9197731550956,11
2527445,Groton CDP,Massachusetts,4,0.001994609832763672,78.32350229071352,153
2528460,Hanson CDP,Massachusetts,2,0.0,34.3989550864475,11
2529055,Harwich Center CDP,Massachusetts,2,0.000997304916381836,44.8730470078102,35
2529090,Harwich Port CDP,Massachusetts,2,0.0,45.1109384927891,35
2529230,Hatfield CDP,Massachusetts,5,0.0035593509674072266,101.57881891900482,259
2529405,Haverhill city,Massachusetts,4,0.0015022754669189453,82.94477947488843,169
2530175,Hingham CDP,Massachusetts,2,0.000997304916381836,39.5955517910203,22
2530420,Holbrook CDP,Massachusetts,2,0.0,33.9633269099406,16
2530630,Holland CDP,Massachusetts,3,0.001994609832763672,68.4214775958238,133
2530840,Holyoke city,Massachusetts,5,0.0029921531677246094,100.64852093189793,257
2530980,Hopedale CDP,Massachusetts,2,0.0,48.0993579562152,44
2531050,Hopkinton CDP,Massachusetts,3,0.000997304916381836,51.43562236766999,53
2531295,Housatonic CDP,Massachusetts,6,0.005984067916870117,132.78590483735482,425
2531575,Hudson CDP,Massachusetts,3,0.000997304916381836,62.5323151592564,87
2531680,Hull CDP,Massachusetts,2,0.0,47.3469837339225,37
2531750,Huntington CDP,Massachusetts,5,0.0029921531677246094,108.74384231064161,293
2532275,Ipswich CDP,Massachusetts,3,0.001994609832763672,70.69814846035649,124
2533185,Kingston CDP,Massachusetts,2,0.0,25.81135539743229,4
2534550,Lawrence city,Massachusetts,4,0.0019948482513427734,80.64654065158183,156
2534620,Lee CDP,Massachusetts,6,0.003989458084106445,127.64760881496261,424
2534935,Lenox CDP,Massachusetts,6,0.00698089599609375,130.8163101459649,424
2535075,Leominster city,Massachusetts,4,0.000997781753540039,75.41266446081259,138
2535250,Lexington CDP,Massachusetts,3,0.000997304916381836,57.53035423872009,82
2536020,Littleton Common CDP,Massachusetts,3,0.0009975433349609375,67.5647143005083,107
2536335,Longmeadow CDP,Massachusetts,4,0.0030117034912109375,92.72634681256051,240
2537000,Lowell city,Massachusetts,3,0.0009975433349609375,71.0959376806795,125
2537385,Lunenburg CDP,Massachusetts,4,0.0019943714141845703,81.05534782771483,154
